0.215,-49.33860442797104,-46.68227327358612,-44.47145080182746,-42.593270190784345,-40.970569413998994
0.22,-49.51983615137092,-46.8251315648356,-44.58584600398978,-42.68618604949679,-41.047016122143596
0.225,-49.71289886085743,-46.9766783144215,-44.706766561422924,-42.78410079302391,-41.127360932322276
0.23,-49.918882482297846,-47.13763418621096,-44.83470434107054,-42.88735913864264,-41.211851025541044
0.235,-50.139029112005375,-47.30880998311687,-44.97020713546441,-42.996341811071915,-41.3007574937903
0.24,-50.37476160876786,-47.49112158040529,-45.113886976070575,-43.11147040588271,-41.394378302013315
0.245,-50.62771917113867,-47.685608041627205,-45.266430023273244,-43.2332130862871,-41.49304171375539
0.25,-50.8998039572701,-47.893453760156895,-45.42860840178097,-43.36209128782101,-41.59711026887254
0.255,-51.193231157306485,-48.11601762703674,-45.601294453770905,-43.49868764972893,-41.70698542143257
0.26,-51.5106111150913,-48.35486030601327,-45.78547971691293,-43.64365544838559,-41.82311297172489
0.265,-51.85503888758121,-48.61179583074563,-45.98229004419696,-43.79773132046811,-41.94598945831341
0.27,-52.230221253342116,-48.88894011986601,-46.19301975426972,-43.961743753609035,-42.076170891514835
0.275,-52.640645674260824,-49.18878158014097,-46.41915894869583,-44.136636502251044,-42.214277569735856
0.28,-53.09181162534521,-49.51427124774038,-46.66243516405543,-44.32348444884579,-42.3610105323834
0.285,-53.59055409304194,-49.86894168232056,-46.92486468610043,-44.52351933699574,-42.517161011392275
0.29,-54.1455070982066,-50.25706633012266,-47.20881831357743,-44.73816048674888,-42.683626924089566
0.295,-54.767786852409714,-50.68387704308587,-47.51710671301203,-44.96905327220347,-42.861432009488844
0.3,-55.472032530819,-51.15586716275814,-47.85309276885443,-45.21811781737948,-43.05174936066223
0.305,-56.27805572306766,-51.68122392885827,-48.22084181039387,-45.48761131904114,-43.25593060782394
0.31,-57.213582821842465,-52.2704625156353,-48.625326072878316,-45.78020880412333,-43.475542442484844
0.315,-58.31909376978763,-52.93738602251936,-49.072708618534634,-46.09910922418044,-43.71241279008859
0.32,-59.657032837832176,-53.70059549355438,-49.57074676682456,-46.448176994713094,-43.968689826303226
0.325,-61.33119941042808,-54.58597721989341,-50.12938077591133,-46.83213411255369,-44.24691833175725
0.33,-63.53376128731518,-55.63104006175591,-50.76161995543914,-47.256826080601456,-44.55013981934815
0.335,-66.68673431812915,-56.89304626496141,-51.4849265531402,-47.72959832157471,-44.882025824374864
0.34,-72.07167819797205,-58.46577683673316,-52.3234752121655,-48.259842917834135,-45.24705836186588
0.345,-92.76926829913961,-60.518979311308165,-53.312049218723736,-48.85981702996979,-45.6507789518779
0.35,-73.2998911019473,-63.411518353877966,-54.503239446727505,-49.54591241481487,-46.10013983263063
0.355,-66.56310301484321,-68.14914799869103,-55.9820014619126,-50.340710807350774,-46.60401187400551
0.36,-62.63261160736964,-81.02947019596488,-57.89896788071293,-51.27649089566003,-47.173940871823916
0.365,-59.794158020727735,-72.61031845525939,-60.56193223752643,-52.4016198575396,-47.825313154643645
0.37,-57.53931244606405,-64.73700420486637,-64.77688970414312,-53.793242877691945,-48.579227720985116
0.375,-55.64683163146812,-60.44583667406692,-74.43118659944757,-55.58558017381831,-49.465658595590305
0.38,-54.000201645289806,-57.40732244309726,-72.87800671236846,-58.044615864081514,-50.529144070613455
0.385,-52.53040588426,-55.009836606665544,-63.384500285541314,-61.82738577867311,-51.83988861890356
0.39,-51.1931369532737,-52.99966918787352,-58.673096053422135,-69.58524959751895,-53.517929896800624
